record_id,latitude,longitude,fish,source,source_url,source_id,original_source_url,date,sector,confidence_class,reports_count,analysis_weight,duplicate_of,comment,depth,method,catch,nearest_landmark,landmark_distance_km,distance_from_novaya_ladoga_km,waterbody,context_reports_count
fishermap-14097,60.120745,32.318611,Щука; Карп; Лещ,FisherMap,https://ru.fishermap.org/location/14097/,14097,https://vk.com/wall-47864815_4174,2019-09-02,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Новая Ладога / устье Волхова,0.315,2.335,Волхов,
fishermap-14098,60.15183,32.258078,Щука; Окунь,FisherMap,https://ru.fishermap.org/location/14098/,14098,https://vk.com/wall-47864815_4211,2019-09-05,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,0.915,5.708,Ладожское озеро,
fishermap-14369,60.100498,32.313622,Лещ,FisherMap,https://ru.fishermap.org/location/14369/,14369,https://vk.com/wall-1610594_16023,2016-05-22,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Новая Ладога / устье Волхова,1.978,1.146,Волхов,
fishermap-14383,60.10428,31.535041,Плотва,FisherMap,https://ru.fishermap.org/location/14383/,14383,https://vk.com/wall-1610594_18615,2016-12-24,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Шлиссельбург / бухта Петрокрепость,4.506,42.062,Ладожское озеро,
fishermap-15368,60.165785,32.248314,Щука,FisherMap,https://ru.fishermap.org/location/15368/,15368,https://vk.com/wall-162151399_14998,2019-06-17,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,0.912,7.351,Ладожское озеро,
fishermap-15377,59.946064,31.578757,Щука; Лещ,FisherMap,https://ru.fishermap.org/location/15377/,15377,https://vk.com/wall-162151399_17557,2019-06-28,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Кобона / южный берег,9.469,43.429,,
fishermap-15385,59.982637,31.55379,Щука; Судак,FisherMap,https://ru.fishermap.org/location/15385/,15385,https://vk.com/wall-162151399_18909,2019-07-07,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,5.271,43.247,Ладожское озеро; бухта Петрокрепость,
fishermap-15386,60.20561,32.41823,Судак,FisherMap,https://ru.fishermap.org/location/15386/,15386,https://vk.com/wall-162151399_19155,2019-07-08,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Судак (FisherMap).,,,,Креницы / Волховская губа,10.112,13.254,Ладожское озеро,
fishermap-15389,60.213908,32.2246,Щука; Судак,FisherMap,https://ru.fishermap.org/location/15389/,15389,https://vk.com/wall-162151399_19843,2019-07-12,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,6.306,12.841,Ладожское озеро,
fishermap-15393,60.150206,31.622075,Щука,FisherMap,https://ru.fishermap.org/location/15393/,15393,https://vk.com/wall-162151399_20292,2019-07-14,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Шлиссельбург / бухта Петрокрепость,3.425,37.57,,
fishermap-15397,60.213078,32.448773,Щука; Судак,FisherMap,https://ru.fishermap.org/location/15397/,15397,https://vk.com/wall-162151399_20512,2019-07-15,Вороново,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Вороново,11.68,14.874,Ладожское озеро,
fishermap-15405,59.946032,31.578957,Щука,FisherMap,https://ru.fishermap.org/location/15405/,15405,https://vk.com/wall-162151399_21636,2019-07-22,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Кобона / южный берег,9.475,43.421,,
fishermap-15407,60.083858,32.30831,Лещ; Сом,FisherMap,https://ru.fishermap.org/location/15407/,15407,https://vk.com/wall-162151399_22765,2019-07-28,Нижний Волхов,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Нижний Волхов,1.687,2.346,Волхов,
fishermap-15415,60.238105,31.97625,Окунь,FisherMap,https://ru.fishermap.org/location/15415/,15415,https://vk.com/wall-162151399_24106,2019-08-08,Дубно,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Дубно,0.552,23.068,Ладожское озеро,
fishermap-15421,60.097415,32.310195,Щука; Судак,FisherMap,https://ru.fishermap.org/location/15421/,15421,https://vk.com/wall-162151399_24395,2019-08-12,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Новая Ладога / устье Волхова,2.353,1.139,Волхов,
fishermap-15443,60.153482,32.484413,Щука; Судак,FisherMap,https://ru.fishermap.org/location/15443/,15443,https://vk.com/wall-162151399_28467,2019-10-01,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Новая Ладога / устье Волхова,9.922,11.91,Ладожское озеро,
fishermap-15447,59.981745,31.4043,Щука; Окунь,FisherMap,https://ru.fishermap.org/location/15447/,15447,https://vk.com/wall-162151399_29938,2019-10-18,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,9.715,51.227,Ладожское озеро; бухта Петрокрепость,
fishermap-15453,60.232853,32.055904,Щука; Голавль; Окунь,FisherMap,https://ru.fishermap.org/location/15453/,15453,https://vk.com/wall-162151399_34100,2019-11-26,о. Птинов,B,1,1,,"Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Щука, голавль, окунь (FisherMap).",,,,о. Птинов,2.642,19.484,Ладожское озеро,
fishermap-16225,59.985343,31.526859,Щука,FisherMap,https://ru.fishermap.org/location/16225/,16225,https://vk.com/wall-21779973_76078,2017-09-27,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,5.13,44.579,Ладожское озеро; бухта Петрокрепость,
fishermap-16228,60.127233,31.595003,Окунь,FisherMap,https://ru.fishermap.org/location/16228/,16228,https://vk.com/wall-21779973_78094,2017-12-24,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Шлиссельбург / бухта Петрокрепость,1.156,38.814,Ладожское озеро,
fishermap-16230,59.979758,31.494377,Окунь; Плотва,FisherMap,https://ru.fishermap.org/location/16230/,16230,https://vk.com/wall-21779973_79411,2018-01-23,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,6.385,46.49,Ладожское озеро; бухта Петрокрепость,
fishermap-16235,60.141119,32.215248,Щука,FisherMap,https://ru.fishermap.org/location/16235/,16235,https://vk.com/wall-21779973_81235,2018-02-17,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Щука (FisherMap).,,,,Креницы / Волховская губа,3.247,6.027,Ладожское озеро,
fishermap-16240,60.188581,32.172667,Окунь,FisherMap,https://ru.fishermap.org/location/16240/,16240,https://vk.com/wall-21779973_83367,2018-03-29,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,5.782,11.582,Ладожское озеро,
fishermap-16243,60.269817,32.609065,Лещ; Плотва,FisherMap,https://ru.fishermap.org/location/16243/,16243,https://vk.com/wall-21779973_83933,2018-04-07,Вороново,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Вороново,1.841,25.388,Ладожское озеро,
fishermap-16244,60.04905,32.344292,Лещ,FisherMap,https://ru.fishermap.org/location/16244/,16244,https://vk.com/wall-21779973_85295,2018-08-02,Нижний Волхов,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Нижний Волхов,2.953,6.688,Волхов,
fishermap-16245,60.028505,31.452973,Окунь,FisherMap,https://ru.fishermap.org/location/16245/,16245,https://vk.com/wall-21779973_88393,2019-02-16,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,5.392,47.407,Ладожское озеро; бухта Петрокрепость,
fishermap-16246,60.015231,31.407798,Плотва,FisherMap,https://ru.fishermap.org/location/16246/,16246,https://vk.com/wall-21779973_89247,2019-03-26,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,8.07,50.155,Ладожское озеро; бухта Петрокрепость,
fishermap-16559,59.97432,31.511137,Окунь,FisherMap,https://ru.fishermap.org/location/16559/,16559,https://vk.com/wall-114375980_108144,2018-12-16,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,6.557,45.791,Ладожское озеро; бухта Петрокрепость,
fishermap-16562,59.974928,31.517438,Окунь,FisherMap,https://ru.fishermap.org/location/16562/,16562,https://vk.com/wall-114375980_108435,2018-12-19,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,6.386,45.438,Ладожское озеро; бухта Петрокрепость,
fishermap-16564,59.978596,31.52809,Окунь,FisherMap,https://ru.fishermap.org/location/16564/,16564,https://vk.com/wall-114375980_109435,2018-12-26,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,5.844,44.746,Ладожское озеро; бухта Петрокрепость,
fishermap-16567,60.184477,32.214768,Окунь,FisherMap,https://ru.fishermap.org/location/16567/,16567,https://vk.com/wall-114375980_110444,2019-01-07,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,3.697,9.994,Ладожское озеро,
fishermap-16574,60.187433,31.633171,Налим; Плотва,FisherMap,https://ru.fishermap.org/location/16574/,16574,https://vk.com/wall-114375980_113829,2019-02-01,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Шлиссельбург / бухта Петрокрепость,7.607,37.743,Ладожское озеро,
fishermap-16590,60.254021,31.691589,Щука; Судак,FisherMap,https://ru.fishermap.org/location/16590/,16590,https://vk.com/wall-114375980_120331,2018-08-27,Лигово,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Лигово,5.029,37.268,Ладожское озеро,
fishermap-16595,60.226807,31.788919,Щука; Язь; Плотва,FisherMap,https://ru.fishermap.org/location/16595/,16595,https://vk.com/wall-114375980_121684,2019-04-22,Лигово,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Лигово,1.67,31.112,Ладожское озеро,
fishermap-16604,60.064805,32.345053,Язь; Лещ,FisherMap,https://ru.fishermap.org/location/16604/,16604,https://vk.com/wall-114375980_122793,2019-05-09,Нижний Волхов,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Нижний Волхов,1.316,5.171,Волхов,
fishermap-16626,60.148447,32.242821,Окунь; Судак,FisherMap,https://ru.fishermap.org/location/16626/,16626,https://vk.com/wall-114375980_127858,2019-08-13,Креницы / Волховская губа,B,1,1,,"Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Окунь, судак (FisherMap).",,,,Креницы / Волховская губа,1.598,5.725,Ладожское озеро,
fishermap-16637,60.225864,31.982064,Щука,FisherMap,https://ru.fishermap.org/location/16637/,16637,https://vk.com/wall-114375980_129013,2019-09-11,Дубно,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Щука (FisherMap).,,,,Дубно,0.975,21.96,Ладожское озеро,
fishermap-20067,60.13091667,32.33388611,Густера; Плотва,FisherMap,https://ru.fishermap.org/location/20067/,20067,http://fishingmaniya.ru,2019-08-09,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Новая Ладога / устье Волхова,1.629,3.747,Волхов,
fishermap-20188,60.225408,32.129243,Окунь,FisherMap,https://ru.fishermap.org/location/20188/,20188,https://vk.com/public1707795?w=wall-1707795_46030,2022-01-04,о. Птинов,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,о. Птинов,4.19,16.315,Ладожское озеро,
fishermap-20191,60.119097,32.340207,Плотва,FisherMap,https://ru.fishermap.org/location/20191/,20191,https://vk.com/public1707795?w=wall-1707795_49346,2022-04-06,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Новая Ладога / устье Волхова,1.126,3.08,Волхов,
fishermap-20195,60.285915,32.601296,Густера; Налим; Плотва,FisherMap,https://ru.fishermap.org/location/20195/,20195,https://vk.com/public1707795?w=wall-1707795_53274,2022-11-29,Вороново,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Вороново — геометка отчёта (геометка отчёта).,,,,Вороново,0,26.438,Ладожское озеро,
fishermap-20200,60.021502,31.475682,Окунь; Сиг,FisherMap,https://ru.fishermap.org/location/20200/,20200,https://vk.com/public1707795?w=wall-1707795_55955,2023-01-14,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,4.235,46.32,Ладожское озеро; бухта Петрокрепость,
fishermap-20204,60.129703,32.242394,Щука,FisherMap,https://ru.fishermap.org/location/20204/,20204,https://vk.com/public1707795?w=wall-1707795_57024,2023-02-05,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,3.507,4.064,Ладожское озеро,
fishermap-20205,60.028511,31.469672,Окунь; Плотва,FisherMap,https://ru.fishermap.org/location/20205/,20205,https://vk.com/public1707795?w=wall-1707795_57457,2023-02-15,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,4.465,46.496,Ладожское озеро; бухта Петрокрепость,
fishermap-20206,60.132812,32.239792,Щука,FisherMap,https://ru.fishermap.org/location/20206/,20206,https://vk.com/public1707795?w=wall-1707795_57494,2023-02-16,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,3.223,4.414,Ладожское озеро,
fishermap-20207,60.070309,31.382218,Окунь,FisherMap,https://ru.fishermap.org/location/20207/,20207,https://vk.com/public1707795?w=wall-1707795_57778,2023-02-25,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,10.336,50.694,Ладожское озеро; бухта Петрокрепость,
fishermap-20209,60.028196,31.529794,Плотва,FisherMap,https://ru.fishermap.org/location/20209/,20209,https://vk.com/public162151399?w=wall-162151399_195313,2023-04-04,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,1.14,43.225,Ладожское озеро; бухта Петрокрепость,
fishermap-20215,60.058404,32.339714,Лещ,FisherMap,https://ru.fishermap.org/location/20215/,20215,https://vk.com/public162151399?w=wall-162151399_206870,2023-09-17,Нижний Волхов,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Нижний Волхов,1.883,5.641,Волхов,
fishermap-20239,60.135595,32.455839,Лещ,FisherMap,https://ru.fishermap.org/location/20239/,20239,https://vk.com/public189584782?w=wall-189584782_24003,2021-05-10,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Новая Ладога / устье Волхова,7.774,9.642,,
fishermap-20271,60.105391,31.57502,Окунь; Плотва,FisherMap,https://ru.fishermap.org/location/20271/,20271,https://vk.com/public76517308?w=wall-76517308_12367,2022-02-12,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Шлиссельбург / бухта Петрокрепость,2.529,39.846,Ладожское озеро,
fishermap-20283,60.11502,32.306801,Карась,FisherMap,https://ru.fishermap.org/location/20283/,20283,https://vk.com/public10618634?w=wall-10618634_486664,2023-05-12,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Новая Ладога / устье Волхова,0.803,1.444,,
fishermap-20284,60.085507,32.314274,Карась,FisherMap,https://ru.fishermap.org/location/20284/,20284,https://vk.com/public10618634?w=wall-10618634_486720,2023-05-12,Нижний Волхов,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. нижний Волхов.,,,,Нижний Волхов,1.563,2.316,Волхов,
fishermap-20292,60.262203,31.943687,Окунь,FisherMap,https://ru.fishermap.org/location/20292/,20292,https://vk.com/public10618634?w=wall-10618634_508414,2024-02-10,Дубно,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро. Предыдущий массив: Дубно — хорошая рыбалка (геометка отчёта).,,,,Дубно,3.769,26.186,Ладожское озеро,
fishermap-20303,59.978608,31.418379,Окунь; Плотва,FisherMap,https://ru.fishermap.org/location/20303/,20303,https://vk.com/public204282817?w=wall-204282817_26750,2023-12-17,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,9.284,50.571,Ладожское озеро; бухта Петрокрепость,
fishermap-20306,60.029512,31.508122,Плотва,FisherMap,https://ru.fishermap.org/location/20306/,20306,https://vk.com/public52321266?w=wall-52321266_718888,2024-03-11,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,2.327,44.377,Ладожское озеро; бухта Петрокрепость,
fishermap-20307,59.977616,31.718685,Щука,FisherMap,https://ru.fishermap.org/location/20307/,20307,https://vk.com/public47864815?w=wall-47864815_12388,2022-05-27,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Кобона / южный берег,11.039,34.887,,
fishermap-20310,60.268015,32.321594,Судак,FisherMap,https://ru.fishermap.org/location/20310/,20310,https://vk.com/public1707795?w=wall-1707795_62285,2023-07-31,Варецкие банки,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Варецкие банки,12.317,18.333,Ладожское озеро,
fishermap-20311,60.146112,32.306103,Окунь; Щука,FisherMap,https://ru.fishermap.org/location/20311/,20311,https://vk.com/public1707795?w=wall-1707795_62598,2023-09-04,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,2.982,4.762,Ладожское озеро,
fishermap-20313,60.027102,31.490503,Плотва,FisherMap,https://ru.fishermap.org/location/20313/,20313,https://vk.com/public1707795?w=wall-1707795_63773,2023-12-09,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,3.321,45.389,Ладожское озеро; бухта Петрокрепость,
fishermap-20314,60.181919,32.176908,Щука,FisherMap,https://ru.fishermap.org/location/20314/,20314,https://vk.com/public1707795?w=wall-1707795_64009,2023-12-16,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,5.202,10.845,Ладожское озеро,
fishermap-20315,60.024504,31.495277,Окунь,FisherMap,https://ru.fishermap.org/location/20315/,20315,https://vk.com/public1707795?w=wall-1707795_65280,2024-01-27,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,3.101,45.186,Ладожское озеро; бухта Петрокрепость,
fishermap-20319,60.051801,31.412675,Окунь; Плотва,FisherMap,https://ru.fishermap.org/location/20319/,20319,https://vk.com/public1707795?w=wall-1707795_65976,2024-02-21,Кобона / южный берег,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Кобона / южный берег,8.002,49.222,Ладожское озеро; бухта Петрокрепость,
fishermap-20321,60.185097,32.173108,Плотва; Щука,FisherMap,https://ru.fishermap.org/location/20321/,20321,https://vk.com/public1707795?w=wall-1707795_66745,2024-03-13,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,5.557,11.254,Ладожское озеро,
fishermap-20322,60.161998,32.21751,Плотва,FisherMap,https://ru.fishermap.org/location/20322/,20322,https://vk.com/public1707795?w=wall-1707795_66937,2024-03-19,Креницы / Волховская губа,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Креницы / Волховская губа,2.361,7.742,Ладожское озеро,
fishermap-20324,60.178317,31.667315,Щука,FisherMap,https://ru.fishermap.org/location/20324/,20324,https://vk.com/public162151399?w=wall-162151399_214865,2024-02-21,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. целевая прибрежная зона; водоём в метаданных не указан.,,,,Шлиссельбург / бухта Петрокрепость,7.219,35.67,,
fishermap-21215,60.131007,31.608684,Густера,FisherMap,https://ru.fishermap.org/location/21215/,21215,https://vk.com/public130350672?w=wall-130350672_11330,2024-06-07,Шлиссельбург / бухта Петрокрепость,B,1,1,,Публичная геометка рыболовного отчёта FisherMap. Ладожское озеро.,,,,Шлиссельбург / бухта Петрокрепость,1.226,38.086,Ладожское озеро,
fishing-report-120755,60.073101,32.333503,Лещ,fishing-report.ru,https://fishing-report.ru/120755/,120755,,2026-09-21,Нижний Волхов,B,1,1,,"Публичная геометка отчёта fishing-report.ru. нижний Волхов. Всем привет.👋Ну что сказать, Волхов в этот раз выдал по полной! Эмоции зашкаливают — таких мощных поклевок я давно не припомню. Рыбалка была непростой: ветер лютый, дождь поливал переодически, но нас это не остановило. «Алешки» (лещи) как на подбор — все ровные, от 1,5 до 2 кг. Самый крупный потянул на 2,2 кг. 🎣 Было очень много сходов, адреналина — море! Рыба берет так резко, что даже шнур 0,16 не выдерживал и рвался на рывках. Еще удалось взять одного линя, но, похоже, их сезон уже подходит к концу . Зацепил кормушку местного умельца -это нечто .В общем, рыбалка удалась, несмотря на капризы погоды.Всем НХНЧ. -->",,,,Нижний Волхов,0.213,4.048,Река Волхов,
fishing-report-120199,60.055396,32.3414,Подлещик; Густера; Лещ; Синец; Карась,fishing-report.ru,https://fishing-report.ru/120199/,120199,,2026-05-08,Нижний Волхов,B,1,1,,Публичная геометка отчёта fishing-report.ru. нижний Волхов. Волхов [id792616711|Александр П] -->,,,,Нижний Волхов,2.229,5.982,Река Волхов,
fishing-report-119872,60.268709,31.852692,Судак,fishing-report.ru,https://fishing-report.ru/119872/,119872,,2026-02-18,Лигово,B,1,1,,"Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Отчитаюсь. Лигово 16 и 17 ое число (на фото уловы разных дней), смотрю инфу никто не сливает…а все порят по тихому😂😂😂. Мармулет в почете, все дзюбят, но были исключения (кстати видел кадра который прицепил к судаковой удочке с катушкой кивок и поставил мормулет, кстати даже что то ловил😂😂😂 . От берега 3 км. Доклад закончил! P.S. умудрился засадить машину на полном приводе, огромное спасибо товарищам по увлечению на Ниве которые не бросили в беде и помогли вытащить. [id530215775|Кирилл Космос] --> Предыдущий массив: Лигово — судак (геометка отчёта).",,,,Лигово,5.11,30.525,Ладожское озеро,
fishing-report-95002,59.928905,31.370381,Окунь,fishing-report.ru,https://fishing-report.ru/95002/,95002,,2025-11-04,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Назия, сегодня пороли все! [id530215775|Кирилл Космос] -->",,,,Кобона / южный берег,15.041,54.881,бухта Петрокрепость,
fishing-report-58712,60.017712,31.474687,Окунь,fishing-report.ru,https://fishing-report.ru/58712/,58712,,2025-01-23,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Ладога! Кобона! Окунь, и он нас ждал! Конечно он пытался нас вымотать и взять измором ( чтобы от бессилия руки не поднимались после 2 х часовой раздачи) . Мы смогли!!! Всех детей в лунку! [id22800698|Александр Шмидт] -->",,,,Кобона / южный берег,4.402,46.461,бухта Петрокрепость,
fishing-report-51112,60.262203,31.943687,,fishing-report.ru,https://fishing-report.ru/51112/,51112,,2024-02-17,Дубно,B,1,1,,Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Дубно! Отличная погода и хорошая рыбалка! -->,,,,Дубно,3.769,26.186,Ладожское озеро,
fishing-report-50674,60.405998,32.091712,Окунь,fishing-report.ru,https://fishing-report.ru/50674/,50674,,2024-01-28,о. Сухо,B,1,1,,"Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Остров Сухо ! Наша экспедиция состоялась! Зимой мы здесь впервые! Летом бываем переодически и ловим окуня! Цель поездки была безусловно поимка морда того окуня , так как мелочь надоела ! В итоге полный 0. На грядах и на свалках ,а так же на глубинах до 4 метров окунь отсутствует! Сфотографировались на память и погнали в Дубно! Там подловили десятка 3 окуней и по каналу ,уже затемно поехали в креницы! -->",,,,о. Сухо,0,35.417,Ладожское озеро,
fishing-report-49035,60.04941,32.344204,Карп,fishing-report.ru,https://fishing-report.ru/49035/,49035,,2023-11-02,Нижний Волхов,B,1,1,,Публичная геометка отчёта fishing-report.ru. нижний Волхов. -->,,,,Нижний Волхов,2.913,6.65,Река Волхов,
fishing-report-40520,60.085507,32.314274,Карась,fishing-report.ru,https://fishing-report.ru/40520/,40520,,2023-05-14,Нижний Волхов,B,1,1,,Публичная геометка отчёта fishing-report.ru. нижний Волхов. Открыли сезон. Первый кемпенговый выезд на Волхов -->,,,,Нижний Волхов,1.563,2.316,Река Волхов,
fishing-report-40490,60.11502,32.306801,Карась,fishing-report.ru,https://fishing-report.ru/40490/,40490,,2023-05-13,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка отчёта fishing-report.ru. устьевая зона Новой Ладоги. Новая Ладога. Канал -->,,,,Новая Ладога / устье Волхова,0.803,1.444,Водоём Новоладожский канал,
fishing-report-38126,60.070309,31.382218,Окунь,fishing-report.ru,https://fishing-report.ru/38126/,38126,,2023-03-05,Кобона / южный берег,B,1,1,,Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Кобона. 25.02.2023. Неожиданный выход на 7.5 м. Были с женой — «накоротке» — удовольствие получили) всем добра и НХНЧ!!!,,,,Кобона / южный берег,10.336,50.694,бухта Петрокрепость,
fishing-report-37135,60.284315,32.613413,,fishing-report.ru,https://fishing-report.ru/37135/,37135,,2023-01-17,Вороново,B,1,1,,Публичная геометка отчёта fishing-report.ru. Волховская губа.,,,,Вороново,0.691,26.74,Волховская губа,
fishing-report-36310,59.991515,31.421005,,fishing-report.ru,https://fishing-report.ru/36310/,36310,,2023-01-03,Кобона / южный берег,B,1,1,,Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость.,,,,Кобона / южный берег,8.349,50.045,бухта Петрокрепость,
