lat,lon,kind,cls,prec,fish,date,season,sector,dist,zone,title,comment,depth,method,catch,src,url,orig,sid
60.71077,32.82421,landmark,C,1340,,,,Свирская губа / устье Свири,73.5,ext,Острова Содомские,"Острова на отмели, отделённые от берега мелководным проливом; координаты вычислены по лоции (7 кбт к NNW, опорная точка — мыс Габанов 60°42' N, 32°50' E).",,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201122172937/http://rivermaps.ru/doc/ladoga/ladoga-7.htm,,
60.75539,32.78637,structure,C,2390,,,,Свирская губа / устье Свири,77.3,ext,"Банка 5,2 м к NNW от мыса Габанов","Банка у восточного берега к северу от Свирской губы; координаты вычислены по лоции (3,6 мили к NNW, опорная точка — мыс Габанов 60°42' N, 32°50' E).","5,2 м",,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201122172937/http://rivermaps.ru/doc/ladoga/ladoga-7.htm,,
60.01667,31.245,landmark,C,120,,,,Шлиссельбург / бухта Петрокрепость,59.0,ext,Светящий буй Бугровский (начало Кошкинского фарватера),"Точка поворота с озера на Кошкинский фарватер к истоку Невы (длина 9 миль, наименьшая глубина 4 м); координаты опубликованы в лоции.",4 м (фарватер),,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.07833,31.235,landmark,C,120,,,,Осиновец / западный берег,58.8,ext,Светящий буй Железница,Ограждает с востока банку Железница; рекомендованный путь проходит восточнее буя; координаты опубликованы в лоции.,,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20210928201258/http://rivermaps.ru/doc/ladoga/ladoga-11.htm,,
60.04333,31.25333,landmark,C,120,,,,Шлиссельбург / бухта Петрокрепость,58.1,ext,Светящий буй Бугровый,"Ограждает СЗ кромку банки с глубиной 3,8 м; путь в бухту Петрокрепость проходит между буями Бугровый и Сосновец; координаты опубликованы в лоции.",,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.04333,31.245,landmark,C,120,,,,Шлиссельбург / бухта Петрокрепость,58.6,ext,Светящий буй Сосновец,Ограждает с NE банку с глубиной 4 м; координаты опубликованы в лоции.,,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.23667,31.27667,landmark,C,120,,,,Осиновец / западный берег,58.2,ext,Светящий буй района кругового движения (у бухты Петрокрепость),Центр района кругового движения системы разделения движения судов; зона диаметром 5 кбт — оживлённое судоходство; координаты опубликованы в лоции.,,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.645,32.68167,landmark,C,120,,,,Свирская губа / устье Свири,63.8,ext,Светящий буй района кругового движения (Свирская губа),Центр района кругового движения в Свирской губе; зона диаметром 5 кбт — оживлённое судоходство; координаты опубликованы в лоции.,,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.01667,31.2,landmark,C,1000,,,,Шлиссельбург / бухта Петрокрепость,61.5,ext,Якорное место у Кошкинского фарватера,"Якорное место для нефтеналивных судов (6 м, ил); западнее — место для сухогрузов с глубинами 5–6 м; координаты опубликованы в лоции.",6 м,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.07303,32.33205,structure,C,2300,,,,Нижний Волхов,4.0,core,"Юшковский рейд (р. Волхов, глубины до 13,5 м)","Участок Волхова длиной 4,5 км выше о. Ленина с глубинами 5–13,5 м (песок, жидкий ил), по лоции — удобная якорная стоянка; точка — середина участка, отложена по руслу OSM на 2,25 км вверх от южной оконечности о. Ленина.","5–13,5 м",,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.48242,32.89691,structure,C,1200,,,,Свирская губа / устье Свири,53.6,core,"Якорное место на Свири в 4,2 мили от устья (7–9 м)","По лоции лучшее якорное место — на Свири в 4,2 мили от устья, глубины 7–9 м, грунт ил с песком (глубокая вода в низовье Свири); точка отложена по руслу OSM от устья.",7–9 м,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.34282,32.63396,landmark,C,780,,,,Вороново,32.5,core,Мыс Лепин,"Восточный входной мыс бухты Шурягская; в 1,1 мили к NNE от мыса — створ знаков бухты № 1; координаты вычислены по лоции: 1,5 мили к ESE от мыса Шурягский Нос (в GeoNames: 60.35, 32.6 с округлением до минуты).",,,,"Лоция Ладожского озера (текст на rivermaps.ru, копия web.ar…",https://web.archive.org/web/20201117080046/http://rivermaps.ru/doc/ladoga/ladoga-6.htm,,
60.48042,32.60142,landmark,C,300,,,,Свирица / Загубская губа,45.2,core,Мыс Чёрный (восточный берег Волховской губы),Мыс по данным GeoNames (транслит; Mys Chërnyy).,,,,"GeoNames (RU dump, CC BY 4.0)",https://www.geonames.org/568515,,geonames:568515
60.42537,32.67153,landmark,C,300,,,,Свирица / Загубская губа,41.4,core,Мыс Вокрушевский,Мыс на восточном берегу Волховской губы по GeoNames.,,,,"GeoNames (RU dump, CC BY 4.0)",https://www.geonames.org/472870,,geonames:472870
59.98333,31.35,landmark,C,1500,,,,Кобона / южный берег,54.1,core,Остров Клочья,"Островок у о-вов Зеленцы по GeoNames (координаты округлены до минуты, возможно, соответствует одному из Зеленцов).",,,,"GeoNames (RU dump, CC BY 4.0)",https://www.geonames.org/547434,,geonames:547434
59.93726,31.01969,landmark,C,200,,,open_water,Шлиссельбург / бухта Петрокрепость,73.2,ext,Остров Фабричный (Святой Екатерины),"Остров у левого берега Невы в Шлиссельбурге; у его СЗ берега ковш 60×90 м с глубинами 3,9–4 м (лоция).",,,,"GeoNames (RU dump, CC BY 4.0)",https://www.geonames.org/13060353,,geonames:13060353
60.6459,33.12112,landmark,C,800,,,,Свирская губа / устье Свири,75.5,ext,Лахтенский залив (р. Свирь),Залив в низовьях Свири по GeoNames.,,,,"GeoNames (RU dump, CC BY 4.0)",https://www.geonames.org/537116,,geonames:537116
60.50612,32.95672,landmark,C,500,,,,Свирская губа / устье Свири,57.7,ext,Протока Карелка (дельта Свири),Протока в дельте Свири по GeoNames/Wikidata.,,,,"GeoNames (RU dump, CC BY 4.0)",https://www.geonames.org/552545,,geonames:552545
60.1789,31.0375,hazard,C,1500,,,,Осиновец / западный берег,70.1,ext,Остатки затонувших судов у мыса Морьин Нос,"По Википедии рядом с мысом лежат остатки нескольких затонувших судов, отмеченные на навигационных картах (в т.ч. корма СКР «Пурга»); опасность для лодок и укрытие для рыбы; точка — координаты статьи о мысе, точное место не указано.",,,,Википедия (ru): Морьин Нос,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D1%8C%D0%B8%D0%BD_%D0%9D%D0%BE%D1%81,,ruwiki:Морьин Нос
60.326,31.74,structure,C,1000,,,,Лигово,39.3,core,Банка Средняя Головешка,"Банка, подписанная на советской топокарте к N от мыса Пайгач (между банками Северная Головешка и Лахтинская); точка — место подписи.",,,,"Топографическая карта СССР (Генштаб, слой «Soviet topo maps…",https://nakarte.me/#m=12/60.32600/31.74000&l=T,,
60.273,31.8,structure,C,1000,,,,Лигово,33.2,core,Банка Лахтинская,"Банка, подписанная на советской топокарте к N от мыса Лиговский; точка — место подписи (карта 1:200 000).",,,,"Топографическая карта СССР (Генштаб, слой «Soviet topo maps…",https://nakarte.me/#m=12/60.27300/31.80000&l=T,,
60.5213,32.694,hazard,C,250,,,,Свирская губа / устье Свири,51.4,core,Пичин Камень,"Отдельный камень у берега между Сторожно и Свирским маяком (знак камня на топокарте, название по ГКГН); ориентир и каменистая структура для рыбы.",,,,"Топографическая карта СССР (Генштаб, слой «Soviet topo maps…",https://nakarte.me/#m=12/60.52130/32.69400&l=T,,
60.175501,31.010027,landmark,C,1940,,,,Осиновец / западный берег,71.5,ext,Бухта Морье,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/17516634/ru/,,wikimapia:17516634
60.162842,31.053414,launch,C,510,,,,Осиновец / западный берег,69.0,ext,Бухта Новая Гавань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/22714460/ru/,,wikimapia:22714460
60.108018,31.08485,launch,C,360,,,,Осиновец / западный берег,67.0,ext,Каботажная гавань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/22714600/ru/,,wikimapia:22714600
60.143259,31.054074,hazard,C,110,,,open_water,Осиновец / западный берег,68.8,ext,Камни,Подводная опасность по Wikimapia — осторожно на лодке; каменистые/затопленные объекты также могут держать рыбу.,,,,Wikimapia,http://wikimapia.org/31132703/ru/,,wikimapia:31132703
60.235261,30.94107,launch,C,60,,,,Осиновец / западный берег,76.2,ext,"База любительского рыболовства ""Гавань""","База любительского рыболовства «Гавань» на западном берегу (по старой табличке, актуальность не подтверждена) — выход на воду рядом с бетонным спуском.",,,,Wikimapia,http://wikimapia.org/33450816/ru/,,wikimapia:33450816
60.167819,31.038906,launch,C,31,,,,Осиновец / западный берег,69.9,ext,Гавань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/33435425/ru/,,wikimapia:33435425
60.099991,31.074743,launch,C,30,,,,Осиновец / западный берег,67.6,ext,Остатки старого причала,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/38894381/ru/,,wikimapia:38894381
60.154107,31.05442,launch,C,30,,,,Осиновец / западный берег,68.9,ext,Остатки пристани,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/33425125/ru/,,wikimapia:33425125
60.236655,30.940354,launch,C,30,,,,Осиновец / западный берег,76.3,ext,Бетонный спуск на воду,Спуск лодок на воду по Wikimapia.,,,,Wikimapia,http://wikimapia.org/39068038/ru/,,wikimapia:39068038
60.236582,30.940311,landmark,C,30,,,,Осиновец / западный берег,76.3,ext,Створный знак,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/39068047/ru/,,wikimapia:39068047
59.906892,30.99124,launch,C,46,,,,Шлиссельбург / бухта Петрокрепость,75.7,ext,Пристань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/25406644/ru/,,wikimapia:25406644
59.942616,31.001884,launch,C,43,,,,Шлиссельбург / бухта Петрокрепость,74.0,ext,Останки деревянного причала,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/10250678/ru/,,wikimapia:10250678
59.944173,31.003674,landmark,C,48,,,,Шлиссельбург / бухта Петрокрепость,73.8,ext,Устье Глубокого ручья,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/11677697/ru/,,wikimapia:11677697
59.946335,31.030223,launch,C,47,,,,Шлиссельбург / бухта Петрокрепость,72.4,ext,Двойная пристань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/613370/ru/,,wikimapia:613370
59.901026,30.991133,landmark,C,32,,,,Шлиссельбург / бухта Петрокрепость,75.9,ext,Устье ручья Глубокого,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/33754227/ru/,,wikimapia:33754227
59.957292,31.032343,launch,C,35,,,,Шлиссельбург / бухта Петрокрепость,71.9,ext,Причал № 1 «Бухта Петрокрепость»,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/613392/ru/,,wikimapia:613392
59.909075,30.990921,launch,C,38,,,,Шлиссельбург / бухта Петрокрепость,75.6,ext,Причал,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/41237940/ru/,,wikimapia:41237940
59.935224,31.241009,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,61.4,ext,Лодочная переправа,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/36541544/ru/,,wikimapia:36541544
59.975346,31.068434,launch,C,34,,,,Шлиссельбург / бухта Петрокрепость,69.5,ext,Стоянка лодок ЛООиР,Рыболовная база/стоянка лодок по Wikimapia — место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/34118828/ru/,,wikimapia:34118828
59.947763,31.029236,launch,C,59,,,,Шлиссельбург / бухта Петрокрепость,72.4,ext,Пирс,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/35996229/ru/,,wikimapia:35996229
59.981834,31.072273,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,69.2,ext,Лодочная станция,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/39038004/ru/,,wikimapia:39038004
59.900693,30.990147,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,75.9,ext,Пристань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/24835523/ru/,,wikimapia:24835523
59.947082,31.04411,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,71.6,ext,"Причал 15, 16",Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/43547620/ru/,,wikimapia:43547620
59.9374,31.225767,launch,C,32,,,,Шлиссельбург / бухта Петрокрепость,62.2,ext,Пирс,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/36005424/ru/,,wikimapia:36005424
59.946061,31.046592,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,71.5,ext,Причал,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/43547624/ru/,,wikimapia:43547624
59.941643,31.286831,landmark,C,410,,,,Шлиссельбург / бухта Петрокрепость,58.8,ext,Мыс Ольховский,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/11678530/ru/,,wikimapia:11678530
59.940451,30.995167,launch,C,34,,,,Шлиссельбург / бухта Петрокрепость,74.4,ext,Пирс,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/31910798/ru/,,wikimapia:31910798
59.948729,31.039081,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,71.8,ext,Причал,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/43547605/ru/,,wikimapia:43547605
59.935981,31.271081,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,59.8,ext,Пирс,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/37232573/ru/,,wikimapia:37232573
59.948739,31.033703,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,72.1,ext,Слип для спасателей,Спуск лодок на воду по Wikimapia.,,,,Wikimapia,http://wikimapia.org/43516379/ru/,,wikimapia:43516379
59.952709,31.038241,launch,C,30,,,,Шлиссельбург / бухта Петрокрепость,71.7,ext,Пристань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/40800487/ru/,,wikimapia:40800487
59.98069,31.069172,launch,C,160,,,,Шлиссельбург / бухта Петрокрепость,69.4,ext,База отдыха «Кошкинский фарватер»,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/39037998/ru/,,wikimapia:39037998
60.003709,31.091512,landmark,C,160,,,,Шлиссельбург / бухта Петрокрепость,67.7,ext,Мыс Киловец,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/14210306/ru/,,wikimapia:14210306
59.964262,31.050493,launch,C,120,,,,Шлиссельбург / бухта Петрокрепость,70.8,ext,"Бухта, лодочная стоянка",Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/35771288/ru/,,wikimapia:35771288
59.926734,30.982899,landmark,C,91,,,,Шлиссельбург / бухта Петрокрепость,75.5,ext,Устье реки Чёрная,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/31758711/ru/,,wikimapia:31758711
59.981595,31.073499,landmark,C,72,,,,Шлиссельбург / бухта Петрокрепость,69.1,ext,Устье реки Ганнибаловка,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/31811737/ru/,,wikimapia:31811737
59.909878,31.209121,launch,C,69,,,,Шлиссельбург / бухта Петрокрепость,64.0,ext,Руины пристани,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/12091747/ru/,,wikimapia:12091747
59.958516,31.034521,launch,C,51,,,,Шлиссельбург / бухта Петрокрепость,71.8,ext,Руины пристани Шлиссельбургского порохового завода,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/20547526/ru/,,wikimapia:20547526
59.909276,30.991702,landmark,C,56,,,,Шлиссельбург / бухта Петрокрепость,75.5,ext,Устье Чёрной Речки,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/32941136/ru/,,wikimapia:32941136
59.94714,31.043235,launch,C,69,,,,Шлиссельбург / бухта Петрокрепость,71.6,ext,Гавань для хранения лодок,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/19523260/ru/,,wikimapia:19523260
59.928288,30.994909,launch,C,47,,,,Шлиссельбург / бухта Петрокрепость,74.8,ext,Пристань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/25449839/ru/,,wikimapia:25449839
60.342793,31.535911,hazard,C,87,,,,Лигово,49.6,core,огромная скала под водой,"Подводная скала (категории Wikimapia «скалы», «подводный объект») в открытой части озера — опасность и каменистая структура для рыбы.",,,,Wikimapia,http://wikimapia.org/39832767/ru/,,wikimapia:39832767
60.120258,31.400245,hazard,C,54,,,,Кобона / южный берег,49.6,core,Подводная опасность,"Груда рваного железа почти у поверхности, возможно, остатки затонувшего судна (по описанию Wikimapia) — опасно для лодок, но может держать рыбу.",,,,Wikimapia,http://wikimapia.org/31248123/ru/,,wikimapia:31248123
60.143204,31.602293,launch,C,38,,,,Кобона / южный берег,38.6,core,Пирс-причал,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/35234021/ru/,,wikimapia:35234021
60.138722,31.613429,launch,C,30,,,,Кобона / южный берег,37.9,core,Пристань,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/36951409/ru/,,wikimapia:36951409
59.939708,31.294513,landmark,C,850,,,,Шлиссельбург / бухта Петрокрепость,58.4,ext,Залив Лахта,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/27649595/ru/,,wikimapia:27649595
59.907493,31.355195,landmark,C,370,,,,Кобона / южный берег,56.6,ext,Восточный Назиянский остров,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/35971763/ru/,,wikimapia:35971763
59.908986,31.362566,landmark,C,370,,,,Кобона / южный берег,56.1,ext,Северний Назиянский остров,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/10782590/ru/,,wikimapia:10782590
59.943104,31.307945,landmark,C,200,,,,Шлиссельбург / бухта Петрокрепость,57.6,ext,Мыс Балавинский носок,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/27649586/ru/,,wikimapia:27649586
59.949353,31.55105,landmark,C,200,,,,Кобона / южный берег,44.7,core,Устье реки Лавы,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/24008186/ru/,,wikimapia:24008186
59.902434,31.345673,launch,C,130,,,,Шлиссельбург / бухта Петрокрепость,57.3,ext,База отдыха,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/35971770/ru/,,wikimapia:35971770
60.023907,31.548689,launch,C,68,,,,Кобона / южный берег,42.3,core,База отдыха «Веселый Роджер»,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/30736921/ru/,,wikimapia:30736921
60.466886,31.949229,hazard,C,2000,,,,Открытая Ладога,44.6,core,Место гибели Баржи 725,"Ориентировочное место гибели баржи 725 (категория Wikimapia «место катастрофы»), точное положение остова неизвестно — возможная затопленная структура.",,,,Wikimapia,http://wikimapia.org/38981997/ru/,,wikimapia:38981997
60.253761,31.749372,landmark,C,250,,,,Лигово,34.4,core,Остров Колюхово,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/19807885/ru/,,wikimapia:19807885
60.248317,31.679428,landmark,C,180,,,,Лигово,37.6,core,Кивгодский остров,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/33081383/ru/,,wikimapia:33081383
60.22748,31.79894,launch,C,170,,,,Лигово,30.6,core,База отдыха «Лигово»,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/40185267/ru/,,wikimapia:40185267
60.184114,31.655519,landmark,C,200,,,,Лигово,36.5,core,Пролив Глухая Протока,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/26785361/ru/,,wikimapia:26785361
60.22613,31.802762,landmark,C,30,,,,Лигово,30.4,core,Маяк в деревне Лигово,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/31381012/ru/,,wikimapia:31381012
60.229476,31.691935,landmark,C,30,,,,Лигово,36.1,core,Огромный валун,"Крупный валун около 5 м в поперечнике и 3,5 м высотой у берега среди тростников (по описанию Wikimapia) — заметный ориентир.",,,,Wikimapia,http://wikimapia.org/32271912/ru/,,wikimapia:32271912
60.252717,32.036905,landmark,C,1080,,,,о. Птинов,21.8,core,Остров Киревядь,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/34267976/ru/,,wikimapia:34267976
60.241643,32.067461,landmark,C,260,,,,о. Птинов,19.8,core,Мыс Ворванка,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/27787605/ru/,,wikimapia:27787605
60.261809,32.077189,landmark,C,130,,,,о. Птинов,21.3,core,Остров Жеребец,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/29079080/ru/,,wikimapia:29079080
60.238957,32.03167,landmark,C,1940,,,,Дубно,20.9,core,Залив Зеленецкий,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/19807868/ru/,,wikimapia:19807868
60.124,32.329845,landmark,C,1160,,,,Новая Ладога / устье Волхова,3.0,core,Устье реки Волхов,Устье реки/ручья по Wikimapia — ориентир; у устьев рек и ручьёв часто держится рыба.,,,,Wikimapia,http://wikimapia.org/27350632/ru/,,wikimapia:27350632
60.206659,32.137606,landmark,C,510,,,,о. Птинов,14.3,core,Мыс Сафоша,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/19807856/ru/,,wikimapia:19807856
60.226686,32.100162,landmark,C,600,,,,о. Птинов,17.4,core,Мыс Писенки,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/27787597/ru/,,wikimapia:27787597
60.177433,32.172797,landmark,C,290,,,,Креницы / Волховская губа,10.6,core,Мыс Козёл,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/19807851/ru/,,wikimapia:19807851
60.188732,32.159042,landmark,C,260,,,,Креницы / Волховская губа,12.0,core,Мыс Зайцево,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/27787441/ru/,,wikimapia:27787441
60.237255,32.064113,landmark,C,200,,,,о. Птинов,19.5,core,Мыс Репково,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/27787600/ru/,,wikimapia:27787600
60.074778,32.334561,launch,C,140,,,,Нижний Волхов,3.9,core,База отдыха «Абырвалг»,Причал/стоянка/база у воды по Wikimapia — возможное место выхода на воду; условия доступа не проверены.,,,,Wikimapia,http://wikimapia.org/30533438/ru/,,wikimapia:30533438
60.505174,32.590921,landmark,C,140,,,,Свирица / Загубская губа,47.5,core,Мыс Разбойничий,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/37772568/ru/,,wikimapia:37772568
60.493377,32.587584,structure,C,180,,,,Свирица / Загубская губа,46.2,core,Банка Ивановские Луды,"Мель (категория Wikimapia «мель, мелководье») к югу от мыса Волчий Нос; в ГКГН — «банки Ивановские Луды» в ~4 км юго-западнее.",,,,Wikimapia,http://wikimapia.org/37772580/ru/,,wikimapia:37772580
60.51237,32.596849,landmark,C,120,,,,Свирица / Загубская губа,48.4,core,Мыс Деревенский,Ориентир (мыс/остров/знак/устье) по полигону Wikimapia; точка — центр объекта.,,,,Wikimapia,http://wikimapia.org/37772273/ru/,,wikimapia:37772273
